solid_SIDIS_ec_forwardangle_shower  |                root  |solid_SIDIS_ec_forwardangle_shower  |                                  0*cm 0*cm 440*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                       105*cm 235*cm 21.728*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_scint_37  |solid_SIDIS_ec_forwardangle_layer_37  |solid_SIDIS_ec_forwardangle_scint_37  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100037 
solid_SIDIS_ec_forwardangle_scint_38  |solid_SIDIS_ec_forwardangle_layer_38  |solid_SIDIS_ec_forwardangle_scint_38  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100038 
solid_SIDIS_ec_forwardangle_scint_39  |solid_SIDIS_ec_forwardangle_layer_39  |solid_SIDIS_ec_forwardangle_scint_39  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100039 
solid_SIDIS_ec_forwardangle_scint_40  |solid_SIDIS_ec_forwardangle_layer_40  |solid_SIDIS_ec_forwardangle_scint_40  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100040 
solid_SIDIS_ec_forwardangle_scint_41  |solid_SIDIS_ec_forwardangle_layer_41  |solid_SIDIS_ec_forwardangle_scint_41  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100041 
solid_SIDIS_ec_forwardangle_scint_42  |solid_SIDIS_ec_forwardangle_layer_42  |solid_SIDIS_ec_forwardangle_scint_42  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100042 
solid_SIDIS_ec_forwardangle_scint_43  |solid_SIDIS_ec_forwardangle_layer_43  |solid_SIDIS_ec_forwardangle_scint_43  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100043 
solid_SIDIS_ec_forwardangle_scint_44  |solid_SIDIS_ec_forwardangle_layer_44  |solid_SIDIS_ec_forwardangle_scint_44  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100044 
solid_SIDIS_ec_forwardangle_scint_45  |solid_SIDIS_ec_forwardangle_layer_45  |solid_SIDIS_ec_forwardangle_scint_45  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100045 
solid_SIDIS_ec_forwardangle_scint_46  |solid_SIDIS_ec_forwardangle_layer_46  |solid_SIDIS_ec_forwardangle_scint_46  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100046 
solid_SIDIS_ec_forwardangle_scint_47  |solid_SIDIS_ec_forwardangle_layer_47  |solid_SIDIS_ec_forwardangle_scint_47  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100047 
solid_SIDIS_ec_forwardangle_scint_48  |solid_SIDIS_ec_forwardangle_layer_48  |solid_SIDIS_ec_forwardangle_scint_48  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100048 
solid_SIDIS_ec_forwardangle_scint_49  |solid_SIDIS_ec_forwardangle_layer_49  |solid_SIDIS_ec_forwardangle_scint_49  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100049 
solid_SIDIS_ec_forwardangle_scint_50  |solid_SIDIS_ec_forwardangle_layer_50  |solid_SIDIS_ec_forwardangle_scint_50  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100050 
solid_SIDIS_ec_forwardangle_scint_51  |solid_SIDIS_ec_forwardangle_layer_51  |solid_SIDIS_ec_forwardangle_scint_51  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100051 
solid_SIDIS_ec_forwardangle_scint_52  |solid_SIDIS_ec_forwardangle_layer_52  |solid_SIDIS_ec_forwardangle_scint_52  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100052 
solid_SIDIS_ec_forwardangle_scint_53  |solid_SIDIS_ec_forwardangle_layer_53  |solid_SIDIS_ec_forwardangle_scint_53  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100053 
solid_SIDIS_ec_forwardangle_scint_54  |solid_SIDIS_ec_forwardangle_layer_54  |solid_SIDIS_ec_forwardangle_scint_54  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100054 
solid_SIDIS_ec_forwardangle_scint_55  |solid_SIDIS_ec_forwardangle_layer_55  |solid_SIDIS_ec_forwardangle_scint_55  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100055 
solid_SIDIS_ec_forwardangle_scint_56  |solid_SIDIS_ec_forwardangle_layer_56  |solid_SIDIS_ec_forwardangle_scint_56  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100056 
solid_SIDIS_ec_forwardangle_scint_57  |solid_SIDIS_ec_forwardangle_layer_57  |solid_SIDIS_ec_forwardangle_scint_57  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100057 
solid_SIDIS_ec_forwardangle_scint_58  |solid_SIDIS_ec_forwardangle_layer_58  |solid_SIDIS_ec_forwardangle_scint_58  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100058 
solid_SIDIS_ec_forwardangle_scint_59  |solid_SIDIS_ec_forwardangle_layer_59  |solid_SIDIS_ec_forwardangle_scint_59  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100059 
solid_SIDIS_ec_forwardangle_scint_60  |solid_SIDIS_ec_forwardangle_layer_60  |solid_SIDIS_ec_forwardangle_scint_60  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100060 
solid_SIDIS_ec_forwardangle_scint_61  |solid_SIDIS_ec_forwardangle_layer_61  |solid_SIDIS_ec_forwardangle_scint_61  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100061 
solid_SIDIS_ec_forwardangle_scint_62  |solid_SIDIS_ec_forwardangle_layer_62  |solid_SIDIS_ec_forwardangle_scint_62  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100062 
solid_SIDIS_ec_forwardangle_scint_63  |solid_SIDIS_ec_forwardangle_layer_63  |solid_SIDIS_ec_forwardangle_scint_63  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100063 
solid_SIDIS_ec_forwardangle_scint_64  |solid_SIDIS_ec_forwardangle_layer_64  |solid_SIDIS_ec_forwardangle_scint_64  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100064 
solid_SIDIS_ec_forwardangle_scint_65  |solid_SIDIS_ec_forwardangle_layer_65  |solid_SIDIS_ec_forwardangle_scint_65  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100065 
solid_SIDIS_ec_forwardangle_scint_66  |solid_SIDIS_ec_forwardangle_layer_66  |solid_SIDIS_ec_forwardangle_scint_66  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100066 
solid_SIDIS_ec_forwardangle_scint_67  |solid_SIDIS_ec_forwardangle_layer_67  |solid_SIDIS_ec_forwardangle_scint_67  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100067 
solid_SIDIS_ec_forwardangle_scint_68  |solid_SIDIS_ec_forwardangle_layer_68  |solid_SIDIS_ec_forwardangle_scint_68  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100068 
solid_SIDIS_ec_forwardangle_scint_69  |solid_SIDIS_ec_forwardangle_layer_69  |solid_SIDIS_ec_forwardangle_scint_69  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100069 
solid_SIDIS_ec_forwardangle_scint_70  |solid_SIDIS_ec_forwardangle_layer_70  |solid_SIDIS_ec_forwardangle_scint_70  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100070 
solid_SIDIS_ec_forwardangle_scint_71  |solid_SIDIS_ec_forwardangle_layer_71  |solid_SIDIS_ec_forwardangle_scint_71  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100071 
solid_SIDIS_ec_forwardangle_scint_72  |solid_SIDIS_ec_forwardangle_layer_72  |solid_SIDIS_ec_forwardangle_scint_72  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100072 
solid_SIDIS_ec_forwardangle_scint_73  |solid_SIDIS_ec_forwardangle_layer_73  |solid_SIDIS_ec_forwardangle_scint_73  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100073 
solid_SIDIS_ec_forwardangle_scint_74  |solid_SIDIS_ec_forwardangle_layer_74  |solid_SIDIS_ec_forwardangle_scint_74  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100074 
solid_SIDIS_ec_forwardangle_scint_75  |solid_SIDIS_ec_forwardangle_layer_75  |solid_SIDIS_ec_forwardangle_scint_75  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100075 
solid_SIDIS_ec_forwardangle_scint_76  |solid_SIDIS_ec_forwardangle_layer_76  |solid_SIDIS_ec_forwardangle_scint_76  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100076 
solid_SIDIS_ec_forwardangle_scint_77  |solid_SIDIS_ec_forwardangle_layer_77  |solid_SIDIS_ec_forwardangle_scint_77  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100077 
solid_SIDIS_ec_forwardangle_scint_78  |solid_SIDIS_ec_forwardangle_layer_78  |solid_SIDIS_ec_forwardangle_scint_78  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100078 
solid_SIDIS_ec_forwardangle_scint_79  |solid_SIDIS_ec_forwardangle_layer_79  |solid_SIDIS_ec_forwardangle_scint_79  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100079 
solid_SIDIS_ec_forwardangle_scint_80  |solid_SIDIS_ec_forwardangle_layer_80  |solid_SIDIS_ec_forwardangle_scint_80  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100080 
solid_SIDIS_ec_forwardangle_scint_81  |solid_SIDIS_ec_forwardangle_layer_81  |solid_SIDIS_ec_forwardangle_scint_81  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100081 
solid_SIDIS_ec_forwardangle_scint_82  |solid_SIDIS_ec_forwardangle_layer_82  |solid_SIDIS_ec_forwardangle_scint_82  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100082 
solid_SIDIS_ec_forwardangle_scint_83  |solid_SIDIS_ec_forwardangle_layer_83  |solid_SIDIS_ec_forwardangle_scint_83  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100083 
solid_SIDIS_ec_forwardangle_scint_84  |solid_SIDIS_ec_forwardangle_layer_84  |solid_SIDIS_ec_forwardangle_scint_84  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100084 
solid_SIDIS_ec_forwardangle_scint_85  |solid_SIDIS_ec_forwardangle_layer_85  |solid_SIDIS_ec_forwardangle_scint_85  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100085 
solid_SIDIS_ec_forwardangle_scint_86  |solid_SIDIS_ec_forwardangle_layer_86  |solid_SIDIS_ec_forwardangle_scint_86  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100086 
solid_SIDIS_ec_forwardangle_scint_87  |solid_SIDIS_ec_forwardangle_layer_87  |solid_SIDIS_ec_forwardangle_scint_87  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100087 
solid_SIDIS_ec_forwardangle_scint_88  |solid_SIDIS_ec_forwardangle_layer_88  |solid_SIDIS_ec_forwardangle_scint_88  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100088 
solid_SIDIS_ec_forwardangle_scint_89  |solid_SIDIS_ec_forwardangle_layer_89  |solid_SIDIS_ec_forwardangle_scint_89  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100089 
solid_SIDIS_ec_forwardangle_scint_90  |solid_SIDIS_ec_forwardangle_layer_90  |solid_SIDIS_ec_forwardangle_scint_90  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100090 
solid_SIDIS_ec_forwardangle_scint_91  |solid_SIDIS_ec_forwardangle_layer_91  |solid_SIDIS_ec_forwardangle_scint_91  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100091 
solid_SIDIS_ec_forwardangle_scint_92  |solid_SIDIS_ec_forwardangle_layer_92  |solid_SIDIS_ec_forwardangle_scint_92  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100092 
solid_SIDIS_ec_forwardangle_scint_93  |solid_SIDIS_ec_forwardangle_layer_93  |solid_SIDIS_ec_forwardangle_scint_93  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100093 
solid_SIDIS_ec_forwardangle_scint_94  |solid_SIDIS_ec_forwardangle_layer_94  |solid_SIDIS_ec_forwardangle_scint_94  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100094 
solid_SIDIS_ec_forwardangle_scint_95  |solid_SIDIS_ec_forwardangle_layer_95  |solid_SIDIS_ec_forwardangle_scint_95  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100095 
solid_SIDIS_ec_forwardangle_scint_96  |solid_SIDIS_ec_forwardangle_layer_96  |solid_SIDIS_ec_forwardangle_scint_96  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100096 
solid_SIDIS_ec_forwardangle_scint_97  |solid_SIDIS_ec_forwardangle_layer_97  |solid_SIDIS_ec_forwardangle_scint_97  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100097 
solid_SIDIS_ec_forwardangle_scint_98  |solid_SIDIS_ec_forwardangle_layer_98  |solid_SIDIS_ec_forwardangle_scint_98  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100098 
solid_SIDIS_ec_forwardangle_scint_99  |solid_SIDIS_ec_forwardangle_layer_99  |solid_SIDIS_ec_forwardangle_scint_99  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100099 
solid_SIDIS_ec_forwardangle_scint_100  |solid_SIDIS_ec_forwardangle_layer_100  |solid_SIDIS_ec_forwardangle_scint_100  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100100 
